t0,t1,t2,t3,t4,mrr10,mean_batch_latency_ms,exit_count_0,exit_count_1,exit_count_2,exit_count_3,exit_count_4,exit_count_5
0.1,0.001,0.001,0.001,0.001,0.04387860082304527,7.127662391662597,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.003,0.04387860082304527,7.132932825088501,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.01,0.04387860082304527,7.1486646270751955,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.03,0.04387860082304527,7.177005109786987,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.1,0.04387860082304527,7.165954566001892,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.3,0.04387860082304527,7.175718088150024,48848,0,0,0,0,0
0.1,0.001,0.001,0.001,0.5,0.04387860082304527,7.213041596412658,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.001,0.04387860082304527,7.190956487655639,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.003,0.04387860082304527,7.1893750047683715,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.01,0.04387860082304527,7.196630735397338,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.03,0.04387860082304527,7.200144338607788,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.1,0.04387860082304527,7.209677443504334,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.3,0.04387860082304527,7.217853765487671,48848,0,0,0,0,0
0.1,0.001,0.001,0.003,0.5,0.04387860082304527,7.201979508399964,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.001,0.04387860082304527,7.211530251502991,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.003,0.04387860082304527,7.205281300544739,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.01,0.04387860082304527,7.207668786048889,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.03,0.04387860082304527,7.226589436531067,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.1,0.04387860082304527,7.21455554485321,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.3,0.04387860082304527,7.204785604476928,48848,0,0,0,0,0
0.1,0.001,0.001,0.01,0.5,0.04387860082304527,7.211383361816406,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.001,0.04387860082304527,7.212565097808838,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.003,0.04387860082304527,7.203539533615112,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.01,0.04387860082304527,7.207098588943482,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.03,0.04387860082304527,7.208576326370239,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.1,0.04387860082304527,7.2104486465454105,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.3,0.04387860082304527,7.202091846466065,48848,0,0,0,0,0
0.1,0.001,0.001,0.03,0.5,0.04387860082304527,7.239385929107666,48848,0,0,0,0,0
0.1,0.001,0.001,0.1,0.001,0.04387860082304527,7.212689933776855,48848,0,0,0,0,0
0.1,0.001,0.001,0.1,0.003,0.04387860082304527,7.2043151903152465,48848,0,0,0,0,0
0.1,0.001,0.001,0.1,0.01,0.04387860082304527,7.206887354850769,48848,0,0,0,0,0
