t0,t1,t2,t3,t4,patience,mrr10,mean_batch_latency_ms,exit_count_0,exit_count_1,exit_count_2,exit_count_3,exit_count_4,exit_count_5
0.1,0.03,0.001,0.001,0.001,3,0.6102366255144033,25.994635257720947,0,0,36861,17,828,11142
0.1,0.03,0.001,0.001,0.003,3,0.6102366255144033,26.05951946258545,0,0,36861,17,831,11139
0.1,0.03,0.001,0.001,0.01,3,0.6102366255144033,26.123783626556396,0,0,36861,17,831,11139
0.1,0.03,0.001,0.001,0.03,3,0.6102366255144033,26.120525398254394,0,0,36861,17,831,11139
0.1,0.03,0.001,0.001,0.1,3,0.6102366255144033,26.156288967132568,0,0,36861,17,831,11139
0.1,0.03,0.001,0.001,0.3,3,0.6102366255144033,26.162117958068848,0,0,36861,17,831,11139
0.1,0.03,0.001,0.001,0.5,3,0.6102366255144033,26.160487270355226,0,0,36861,17,831,11139
0.1,0.03,0.001,0.003,0.001,3,0.6102366255144033,26.16971996307373,0,0,36861,17,831,11139
0.1,0.03,0.001,0.003,0.003,3,0.6102366255144033,26.18919038772583,0,0,36861,17,835,11135
0.1,0.03,0.001,0.003,0.01,3,0.6102366255144033,26.16170337677002,0,0,36861,17,835,11135
0.1,0.03,0.001,0.003,0.03,3,0.6102366255144033,26.160926704406737,0,0,36861,17,835,11135
0.1,0.03,0.001,0.003,0.1,3,0.6102366255144033,26.170705032348632,0,0,36861,17,835,11135
0.1,0.03,0.001,0.003,0.3,3,0.6102366255144033,26.193222332000733,0,0,36861,17,835,11135
0.1,0.03,0.001,0.003,0.5,3,0.6102366255144033,26.18883331298828,0,0,36861,17,835,11135
0.1,0.03,0.001,0.01,0.001,3,0.6102366255144033,26.181013832092287,0,0,36861,17,831,11139
0.1,0.03,0.001,0.01,0.003,3,0.6102366255144033,26.265520038604738,0,0,36861,17,835,11135
0.1,0.03,0.001,0.01,0.01,3,0.6102366255144033,26.211076030731203,0,0,36861,17,836,11134
0.1,0.03,0.001,0.01,0.03,3,0.6102366255144033,26.222825565338134,0,0,36861,17,836,11134
0.1,0.03,0.001,0.01,0.1,3,0.6102366255144033,26.342978916168214,0,0,36861,17,836,11134
0.1,0.03,0.001,0.01,0.3,3,0.6102366255144033,26.21244228363037,0,0,36861,17,836,11134
