t0,t1,t2,t3,t4,patience,mrr10,mean_batch_latency_ms,exit_count_0,exit_count_1,exit_count_2,exit_count_3,exit_count_4,exit_count_5
0.1,0.3,0.001,0.001,0.001,2,0.41563051146384483,14.572008657455445,0,48395,23,1,34,395
0.1,0.3,0.001,0.001,0.003,2,0.41563051146384483,14.53419934272766,0,48395,23,1,35,394
0.1,0.3,0.001,0.001,0.01,2,0.41563051146384483,14.55955005645752,0,48395,23,1,36,393
0.1,0.3,0.001,0.001,0.03,2,0.41563051146384483,14.57057725906372,0,48395,23,1,36,393
0.1,0.3,0.001,0.001,0.1,2,0.41563051146384483,14.597345914840698,0,48395,23,1,36,393
0.1,0.3,0.001,0.001,0.3,2,0.41563051146384483,14.592430438995361,0,48395,23,1,36,393
0.1,0.3,0.001,0.001,0.5,2,0.41563051146384483,14.595364770889283,0,48395,23,1,36,393
0.1,0.3,0.001,0.003,0.001,2,0.41563051146384483,14.596472902297974,0,48395,23,1,54,375
0.1,0.3,0.001,0.003,0.003,2,0.41563051146384483,14.605684814453125,0,48395,23,1,59,370
0.1,0.3,0.001,0.003,0.01,2,0.41563051146384483,14.611949434280396,0,48395,23,1,61,368
0.1,0.3,0.001,0.003,0.03,2,0.41563051146384483,14.609324150085449,0,48395,23,1,61,368
0.1,0.3,0.001,0.003,0.1,2,0.41563051146384483,14.609270715713501,0,48395,23,1,61,368
0.1,0.3,0.001,0.003,0.3,2,0.41563051146384483,14.607001609802246,0,48395,23,1,61,368
0.1,0.3,0.001,0.003,0.5,2,0.41563051146384483,14.617538213729858,0,48395,23,1,61,368
0.1,0.3,0.001,0.01,0.001,2,0.41563051146384483,14.622934703826905,0,48395,23,1,69,360
0.1,0.3,0.001,0.01,0.003,2,0.41563051146384483,14.63434944152832,0,48395,23,1,84,345
0.1,0.3,0.001,0.01,0.01,2,0.41563051146384483,14.643692426681518,0,48395,23,1,88,341
0.1,0.3,0.001,0.01,0.03,2,0.41563051146384483,14.631648950576782,0,48395,23,1,89,340
0.1,0.3,0.001,0.01,0.1,2,0.41563051146384483,14.631936960220337,0,48395,23,1,89,340
0.1,0.3,0.001,0.01,0.3,2,0.41563051146384483,14.630026817321777,0,48395,23,1,89,340
0.1,0.3,0.001,0.01,0.5,2,0.41563051146384483,14.644643545150757,0,48395,23,1,89,340
0.1,0.3,0.001,0.03,0.001,2,0.41563051146384483,14.635278100967406,0,48395,23,1,79,350
0.1,0.3,0.001,0.03,0.003,2,0.41563051146384483,14.654067516326904,0,48395,23,1,111,318
0.1,0.3,0.001,0.03,0.01,2,0.41563051146384483,14.653104028701783,0,48395,23,1,128,301
0.1,0.3,0.001,0.03,0.03,2,0.41563051146384483,14.655355548858642,0,48395,23,1,139,290
0.1,0.3,0.001,0.03,0.1,2,0.41563051146384483,14.65096251487732,0,48395,23,1,141,288
