t0,t1,t2,t3,t4,patience,mrr10,mean_batch_latency_ms,exit_count_0,exit_count_1,exit_count_2,exit_count_3,exit_count_4,exit_count_5
0.01,0.03,0.001,0.001,0.001,3,0.6141166960611405,27.392945652008056,0,0,22579,14261,828,11180
0.01,0.03,0.001,0.001,0.003,3,0.6141166960611405,27.440747776031493,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.001,0.01,3,0.6141166960611405,27.50146495819092,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.001,0.03,3,0.6141166960611405,27.488096294403075,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.001,0.1,3,0.6141166960611405,27.513877353668214,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.001,0.3,3,0.6141166960611405,27.524481868743898,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.001,0.5,3,0.6141166960611405,27.60188898086548,0,0,22579,14261,831,11177
0.01,0.03,0.001,0.003,0.001,3,0.6141166960611405,27.522077713012695,0,0,22579,14295,831,11143
0.01,0.03,0.001,0.003,0.003,3,0.6141166960611405,27.525112438201905,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.003,0.01,3,0.6141166960611405,27.523991355895998,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.003,0.03,3,0.6141166960611405,27.527852153778078,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.003,0.1,3,0.6141166960611405,27.50035041809082,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.003,0.3,3,0.6141166960611405,27.52271385192871,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.003,0.5,3,0.6141166960611405,27.530429458618165,0,0,22579,14295,835,11139
0.01,0.03,0.001,0.01,0.001,3,0.6141166960611405,27.532880725860597,0,0,22579,14297,831,11141
0.01,0.03,0.001,0.01,0.003,3,0.6141166960611405,27.50373151779175,0,0,22579,14297,835,11137
0.01,0.03,0.001,0.01,0.01,3,0.6141166960611405,27.533079776763916,0,0,22579,14297,836,11136
0.01,0.03,0.001,0.01,0.03,3,0.6141166960611405,27.515124378204344,0,0,22579,14297,836,11136
0.01,0.03,0.001,0.01,0.1,3,0.6141166960611405,27.52194595336914,0,0,22579,14297,836,11136
0.01,0.03,0.001,0.01,0.3,3,0.6141166960611405,27.513298244476317,0,0,22579,14297,836,11136
0.01,0.03,0.001,0.01,0.5,3,0.6141166960611405,27.568294849395752,0,0,22579,14297,836,11136
0.01,0.03,0.001,0.03,0.001,3,0.6141166960611405,27.528166103363038,0,0,22579,14299,831,11139
0.01,0.03,0.001,0.03,0.003,3,0.6141166960611405,27.518994522094726,0,0,22579,14299,835,11135
0.01,0.03,0.001,0.03,0.01,3,0.6141166960611405,27.51332841873169,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.03,0.03,3,0.6141166960611405,27.508414573669434,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.03,0.1,3,0.6141166960611405,27.49083688735962,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.03,0.3,3,0.6141166960611405,27.542268180847167,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.03,0.5,3,0.6141166960611405,27.522732162475585,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.1,0.001,3,0.6141166960611405,27.529362621307374,0,0,22579,14299,831,11139
0.01,0.03,0.001,0.1,0.003,3,0.6141166960611405,27.52944004058838,0,0,22579,14299,835,11135
0.01,0.03,0.001,0.1,0.01,3,0.6141166960611405,27.5182342338562,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.1,0.03,3,0.6141166960611405,27.515129852294923,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.1,0.1,3,0.6141166960611405,27.530482482910156,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.1,0.3,3,0.6141166960611405,27.53673475265503,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.1,0.5,3,0.6141166960611405,27.653622436523438,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.3,0.001,3,0.6141166960611405,27.53275712966919,0,0,22579,14299,831,11139
0.01,0.03,0.001,0.3,0.003,3,0.6141166960611405,27.525747299194336,0,0,22579,14299,835,11135
0.01,0.03,0.001,0.3,0.01,3,0.6141166960611405,27.526907596588135,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.3,0.03,3,0.6141166960611405,27.52850275039673,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.3,0.1,3,0.6141166960611405,27.50513671875,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.3,0.3,3,0.6141166960611405,27.54349033355713,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.3,0.5,3,0.6141166960611405,27.496213684082033,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.5,0.001,3,0.6141166960611405,27.539726428985595,0,0,22579,14299,831,11139
0.01,0.03,0.001,0.5,0.003,3,0.6141166960611405,27.525356578826905,0,0,22579,14299,835,11135
0.01,0.03,0.001,0.5,0.01,3,0.6141166960611405,27.519607410430908,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.5,0.03,3,0.6141166960611405,27.534193744659422,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.5,0.1,3,0.6141166960611405,27.52496759414673,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.5,0.3,3,0.6141166960611405,27.527876205444336,0,0,22579,14299,836,11134
0.01,0.03,0.001,0.5,0.5,3,0.6141166960611405,27.55570623397827,0,0,22579,14299,836,11134
0.01,0.03,0.003,0.001,0.001,3,0.5989197530864198,26.917726402282714,0,0,23844,15324,1312,8368
0.01,0.03,0.003,0.001,0.003,3,0.5989197530864198,26.91464000701904,0,0,23844,15324,1331,8349
0.01,0.03,0.003,0.001,0.01,3,0.5989197530864198,26.89418720245361,0,0,23844,15324,1337,8343
0.01,0.03,0.003,0.001,0.03,3,0.5989197530864198,26.898567371368408,0,0,23844,15324,1337,8343
0.01,0.03,0.003,0.001,0.1,3,0.5989197530864198,26.896751079559326,0,0,23844,15324,1337,8343
0.01,0.03,0.003,0.001,0.3,3,0.5989197530864198,26.91142204284668,0,0,23844,15324,1337,8343
0.01,0.03,0.003,0.001,0.5,3,0.5989197530864198,26.893019256591796,0,0,23844,15324,1337,8343
0.01,0.03,0.003,0.003,0.001,3,0.6006834215167549,26.86514778137207,0,0,23844,15471,1341,8192
0.01,0.03,0.003,0.003,0.003,3,0.6006834215167549,26.87786853790283,0,0,23844,15471,1369,8164
0.01,0.03,0.003,0.003,0.01,3,0.6006834215167549,26.8554748916626,0,0,23844,15471,1376,8157
0.01,0.03,0.003,0.003,0.03,3,0.6006834215167549,26.866198081970214,0,0,23844,15471,1377,8156
0.01,0.03,0.003,0.003,0.1,3,0.6006834215167549,26.86852960586548,0,0,23844,15471,1378,8155
0.01,0.03,0.003,0.003,0.3,3,0.6006834215167549,26.85182559967041,0,0,23844,15471,1378,8155
0.01,0.03,0.003,0.003,0.5,3,0.6006834215167549,26.894948253631593,0,0,23844,15471,1378,8155
0.01,0.03,0.003,0.01,0.001,3,0.6006834215167549,26.851032028198244,0,0,23844,15516,1346,8142
0.01,0.03,0.003,0.01,0.003,3,0.6006834215167549,26.853889598846436,0,0,23844,15516,1374,8114
0.01,0.03,0.003,0.01,0.01,3,0.6006834215167549,26.857222232818604,0,0,23844,15516,1386,8102
0.01,0.03,0.003,0.01,0.03,3,0.6006834215167549,26.83413564682007,0,0,23844,15516,1389,8099
0.01,0.03,0.003,0.01,0.1,3,0.6006834215167549,26.857651901245116,0,0,23844,15516,1390,8098
0.01,0.03,0.003,0.01,0.3,3,0.6006834215167549,27.102712326049804,0,0,23844,15516,1390,8098
0.01,0.03,0.003,0.01,0.5,3,0.6006834215167549,26.866526679992674,0,0,23844,15516,1390,8098
0.01,0.03,0.003,0.03,0.001,3,0.6006834215167549,26.863323516845703,0,0,23844,15523,1346,8135
0.01,0.03,0.003,0.03,0.003,3,0.6006834215167549,26.872886505126953,0,0,23844,15523,1374,8107
0.01,0.03,0.003,0.03,0.01,3,0.6006834215167549,26.89186170578003,0,0,23844,15523,1387,8094
0.01,0.03,0.003,0.03,0.03,3,0.6006834215167549,26.849040355682373,0,0,23844,15523,1390,8091
0.01,0.03,0.003,0.03,0.1,3,0.6006834215167549,26.849040355682373,0,0,23844,15523,1391,8090
0.01,0.03,0.003,0.03,0.3,3,0.6006834215167549,26.852350769042967,0,0,23844,15523,1391,8090
0.01,0.03,0.003,0.03,0.5,3,0.6006834215167549,26.850808525085448,0,0,23844,15523,1391,8090
0.01,0.03,0.003,0.1,0.001,3,0.6006834215167549,26.848023929595946,0,0,23844,15524,1346,8134
0.01,0.03,0.003,0.1,0.003,3,0.6006834215167549,26.829049549102784,0,0,23844,15524,1374,8106
0.01,0.03,0.003,0.1,0.01,3,0.6006834215167549,26.816685371398925,0,0,23844,15524,1387,8093
0.01,0.03,0.003,0.1,0.03,3,0.6006834215167549,26.816952476501466,0,0,23844,15524,1390,8090
0.01,0.03,0.003,0.1,0.1,3,0.6006834215167549,26.81381607055664,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.1,0.3,3,0.6006834215167549,26.83794620513916,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.1,0.5,3,0.6006834215167549,26.828584537506103,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.3,0.001,3,0.6006834215167549,26.835305252075194,0,0,23844,15524,1346,8134
0.01,0.03,0.003,0.3,0.003,3,0.6006834215167549,26.835305976867676,0,0,23844,15524,1374,8106
0.01,0.03,0.003,0.3,0.01,3,0.6006834215167549,26.84801317214966,0,0,23844,15524,1387,8093
0.01,0.03,0.003,0.3,0.03,3,0.6006834215167549,26.841941165924073,0,0,23844,15524,1390,8090
0.01,0.03,0.003,0.3,0.1,3,0.6006834215167549,26.837710628509523,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.3,0.3,3,0.6006834215167549,26.84980125427246,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.3,0.5,3,0.6006834215167549,26.85473762512207,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.5,0.001,3,0.6006834215167549,26.95892578125,0,0,23844,15524,1346,8134
0.01,0.03,0.003,0.5,0.003,3,0.6006834215167549,26.833078117370604,0,0,23844,15524,1374,8106
0.01,0.03,0.003,0.5,0.01,3,0.6006834215167549,26.82938344955444,0,0,23844,15524,1387,8093
0.01,0.03,0.003,0.5,0.03,3,0.6006834215167549,26.816761875152586,0,0,23844,15524,1390,8090
0.01,0.03,0.003,0.5,0.1,3,0.6006834215167549,26.833515567779543,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.5,0.3,3,0.6006834215167549,26.842369842529298,0,0,23844,15524,1391,8089
0.01,0.03,0.003,0.5,0.5,3,0.6006834215167549,26.85960157394409,0,0,23844,15524,1391,8089
0.01,0.03,0.01,0.001,0.001,3,0.5990740740740741,26.487975368499757,0,0,24680,15847,1815,6506
0.01,0.03,0.01,0.001,0.003,3,0.5990740740740741,26.488131523132324,0,0,24680,15847,1853,6468
0.01,0.03,0.01,0.001,0.01,3,0.5990740740740741,26.52423803329468,0,0,24680,15847,1863,6458
0.01,0.03,0.01,0.001,0.03,3,0.5990740740740741,26.520625762939453,0,0,24680,15847,1863,6458
0.01,0.03,0.01,0.001,0.1,3,0.5990740740740741,26.522451553344727,0,0,24680,15847,1863,6458
0.01,0.03,0.01,0.001,0.3,3,0.5990740740740741,26.52722972869873,0,0,24680,15847,1863,6458
0.01,0.03,0.01,0.001,0.5,3,0.5990740740740741,26.51488759994507,0,0,24680,15847,1863,6458
0.01,0.03,0.01,0.003,0.001,3,0.5986111111111112,26.462081966400145,0,0,24680,16192,2008,5968
0.01,0.03,0.01,0.003,0.003,3,0.5988168724279835,26.463971519470213,0,0,24680,16192,2100,5876
0.01,0.03,0.01,0.003,0.01,3,0.5988168724279835,26.437493419647218,0,0,24680,16192,2120,5856
0.01,0.03,0.01,0.003,0.03,3,0.5988168724279835,26.458080959320068,0,0,24680,16192,2122,5854
0.01,0.03,0.01,0.003,0.1,3,0.5988168724279835,26.455144691467286,0,0,24680,16192,2126,5850
0.01,0.03,0.01,0.003,0.3,3,0.5988168724279835,26.460709419250488,0,0,24680,16192,2127,5849
0.01,0.03,0.01,0.003,0.5,3,0.5988168724279835,26.488417949676514,0,0,24680,16192,2127,5849
0.01,0.03,0.01,0.01,0.001,3,0.5958333333333333,26.39269769668579,0,0,24680,16350,2039,5779
0.01,0.03,0.01,0.01,0.003,3,0.5976851851851852,26.41266538619995,0,0,24680,16350,2159,5659
0.01,0.03,0.01,0.01,0.01,3,0.5976851851851852,26.400693187713625,0,0,24680,16350,2206,5612
0.01,0.03,0.01,0.01,0.03,3,0.5976851851851852,26.428164157867432,0,0,24680,16350,2214,5604
0.01,0.03,0.01,0.01,0.1,3,0.5976851851851852,26.418425540924073,0,0,24680,16350,2221,5597
0.01,0.03,0.01,0.01,0.3,3,0.5976851851851852,26.43022912979126,0,0,24680,16350,2222,5596
0.01,0.03,0.01,0.01,0.5,3,0.5976851851851852,26.41659454345703,0,0,24680,16350,2222,5596
0.01,0.03,0.01,0.03,0.001,3,0.595216049382716,26.495301513671876,0,0,24680,16377,2040,5751
0.01,0.03,0.01,0.03,0.003,3,0.5970679012345679,26.49515319824219,0,0,24680,16377,2163,5628
0.01,0.03,0.01,0.03,0.01,3,0.5970679012345679,26.40795352935791,0,0,24680,16377,2217,5574
0.01,0.03,0.01,0.03,0.03,3,0.5970679012345679,26.410872497558593,0,0,24680,16377,2228,5563
0.01,0.03,0.01,0.03,0.1,3,0.5970679012345679,26.45813430786133,0,0,24680,16377,2235,5556
0.01,0.03,0.01,0.03,0.3,3,0.5970679012345679,26.39775514602661,0,0,24680,16377,2237,5554
0.01,0.03,0.01,0.03,0.5,3,0.5970679012345679,26.388336067199706,0,0,24680,16377,2237,5554
0.01,0.03,0.01,0.1,0.001,3,0.595216049382716,26.481627407073976,0,0,24680,16386,2040,5742
0.01,0.03,0.01,0.1,0.003,3,0.5970679012345679,26.440371208190918,0,0,24680,16386,2163,5619
0.01,0.03,0.01,0.1,0.01,3,0.5970679012345679,26.42035451889038,0,0,24680,16386,2217,5565
0.01,0.03,0.01,0.1,0.03,3,0.5970679012345679,26.38558973312378,0,0,24680,16386,2228,5554
0.01,0.03,0.01,0.1,0.1,3,0.5970679012345679,26.4256143951416,0,0,24680,16386,2236,5546
0.01,0.03,0.01,0.1,0.3,3,0.5970679012345679,26.36384515762329,0,0,24680,16386,2239,5543
0.01,0.03,0.01,0.1,0.5,3,0.5970679012345679,26.395621757507325,0,0,24680,16386,2240,5542
0.01,0.03,0.01,0.3,0.001,3,0.595216049382716,26.392750606536865,0,0,24680,16386,2040,5742
0.01,0.03,0.01,0.3,0.003,3,0.5970679012345679,26.40211742401123,0,0,24680,16386,2163,5619
0.01,0.03,0.01,0.3,0.01,3,0.5970679012345679,26.37698184967041,0,0,24680,16386,2217,5565
