t0,t1,t2,t3,t4,patience,mrr10,mean_batch_latency_ms,exit_count_0,exit_count_1,exit_count_2,exit_count_3,exit_count_4,exit_count_5
0.003,0.5,0.001,0.001,0.001,2,0.5780055849500294,24.63520990371704,0,7453,31141,0,3958,6296
0.003,0.5,0.001,0.001,0.003,2,0.5776748971193415,24.685537605285646,0,7453,31141,0,4115,6139
0.003,0.5,0.001,0.001,0.01,2,0.5776748971193415,24.689262752532958,0,7453,31141,0,4138,6116
0.003,0.5,0.001,0.001,0.03,2,0.5776748971193415,24.946343116760254,0,7453,31141,0,4139,6115
0.003,0.5,0.001,0.001,0.1,2,0.5776748971193415,24.722424736022948,0,7453,31141,0,4139,6115
0.003,0.5,0.001,0.001,0.3,2,0.5776748971193415,24.712466335296632,0,7453,31141,0,4139,6115
0.003,0.5,0.001,0.001,0.5,2,0.5776748971193415,24.735637493133545,0,7453,31141,0,4139,6115
0.003,0.5,0.001,0.003,0.001,2,0.5810920047031158,24.638739223480226,0,7453,31141,0,5104,5150
0.003,0.5,0.001,0.003,0.003,2,0.5794459141681364,24.58860836029053,0,7453,31141,0,5566,4688
0.003,0.5,0.001,0.003,0.01,2,0.5794459141681364,24.547663955688478,0,7453,31141,0,5697,4557
0.003,0.5,0.001,0.003,0.03,2,0.5794459141681364,24.546963233947753,0,7453,31141,0,5716,4538
0.003,0.5,0.001,0.003,0.1,2,0.5794459141681364,24.555646419525146,0,7453,31141,0,5725,4529
0.003,0.5,0.001,0.003,0.3,2,0.5794459141681364,24.53995656967163,0,7453,31141,0,5726,4528
0.003,0.5,0.001,0.003,0.5,2,0.5794459141681364,24.680877742767333,0,7453,31141,0,5726,4528
0.003,0.5,0.001,0.01,0.001,2,0.5810920047031158,24.626972789764405,0,7453,31141,0,5682,4572
0.003,0.5,0.001,0.01,0.003,2,0.5794459141681364,24.48844186782837,0,7453,31141,0,6597,3657
0.003,0.5,0.001,0.01,0.01,2,0.5740446796002351,24.444399929046632,0,7453,31141,0,7021,3233
0.003,0.5,0.001,0.01,0.03,2,0.5740446796002351,24.549820194244386,0,7453,31141,0,7142,3112
0.003,0.5,0.001,0.01,0.1,2,0.5647854203409759,24.37086877822876,0,7453,31141,0,7177,3077
0.003,0.5,0.001,0.01,0.3,2,0.5647854203409759,24.37569690704346,0,7453,31141,0,7181,3073
0.003,0.5,0.001,0.01,0.5,2,0.5647854203409759,24.376449279785156,0,7453,31141,0,7181,3073
0.003,0.5,0.001,0.03,0.001,2,0.5810920047031158,24.60277313232422,0,7453,31141,0,5841,4413
0.003,0.5,0.001,0.03,0.003,2,0.5794459141681364,24.4553977394104,0,7453,31141,0,7043,3211
0.003,0.5,0.001,0.03,0.01,2,0.5740446796002351,24.272178230285643,0,7453,31141,0,7823,2431
0.003,0.5,0.001,0.03,0.03,2,0.5742504409171075,24.292900924682616,0,7453,31141,0,8190,2064
0.003,0.5,0.001,0.03,0.1,2,0.5649911816578483,24.301300792694093,0,7453,31141,0,8314,1940
0.003,0.5,0.001,0.03,0.3,2,0.5645502645502645,24.17386728286743,0,7453,31141,0,8330,1924
0.003,0.5,0.001,0.03,0.5,2,0.5645502645502645,24.158956546783447,0,7453,31141,0,8330,1924
0.003,0.5,0.001,0.1,0.001,2,0.5810920047031158,24.630737953186035,0,7453,31141,0,5864,4390
0.003,0.5,0.001,0.1,0.003,2,0.5794459141681364,24.42131940841675,0,7453,31141,0,7153,3101
0.003,0.5,0.001,0.1,0.01,2,0.5736037624926514,24.236610527038575,0,7453,31141,0,8151,2103
0.003,0.5,0.001,0.1,0.03,2,0.5738095238095238,24.095921363830566,0,7453,31141,0,8787,1467
0.003,0.5,0.001,0.1,0.1,2,0.5641093474426808,24.057539844512938,0,7453,31141,0,9156,1098
0.003,0.5,0.001,0.1,0.3,2,0.5637786596119929,23.98723617553711,0,7453,31141,0,9266,988
0.003,0.5,0.001,0.1,0.5,2,0.5637786596119929,23.98682662963867,0,7453,31141,0,9276,978
0.003,0.5,0.001,0.3,0.001,2,0.5810920047031158,24.594584636688232,0,7453,31141,0,5865,4389
0.003,0.5,0.001,0.3,0.003,2,0.5794459141681364,24.606351642608644,0,7453,31141,0,7157,3097
0.003,0.5,0.001,0.3,0.01,2,0.5736037624926514,24.216391067504883,0,7453,31141,0,8173,2081
0.003,0.5,0.001,0.3,0.03,2,0.5738095238095238,24.10601469039917,0,7453,31141,0,8885,1369
0.003,0.5,0.001,0.3,0.1,2,0.5641093474426808,23.956123504638672,0,7453,31141,0,9439,815
0.003,0.5,0.001,0.3,0.3,2,0.5622354497354497,23.92396774291992,0,7453,31141,0,9786,468
0.003,0.5,0.001,0.3,0.5,2,0.5622354497354497,23.92089660644531,0,7453,31141,0,9865,389
0.003,0.5,0.001,0.5,0.001,2,0.5810920047031158,24.57248197555542,0,7453,31141,0,5865,4389
0.003,0.5,0.001,0.5,0.003,2,0.5794459141681364,24.431537017822265,0,7453,31141,0,7157,3097
0.003,0.5,0.001,0.5,0.01,2,0.5736037624926514,24.333698558807374,0,7453,31141,0,8173,2081
0.003,0.5,0.001,0.5,0.03,2,0.5738095238095238,24.11610103607178,0,7453,31141,0,8886,1368
0.003,0.5,0.001,0.5,0.1,2,0.5641093474426808,23.97081407546997,0,7453,31141,0,9460,794
